,year,CG_max,CG_min,CG_mean,CG_median,CG_var,IP_outs_max,IP_outs_min,IP_outs_mean,IP_outs_median,IP_outs_var,batters_faced_max,batters_faced_min,batters_faced_mean,batters_faced_median,Opp_BA_max,Opp_BA_min,Opp_BA_mean,Opp_BA_median,BB_max,BB_min,BB_mean,BB_median,BB_var,SO_max,SO_min,SO_mean,SO_median,SO_var,ERA_max,ERA_min,ERA_mean,ERA_median
259,1980,28,0,2.183673469387755,0.0,15.377942481340362,912,3,289.7551020408163,248.5,53277.540894618716,1228.0,5.0,411.25,354.5,0.571,0.136,0.27369132653061223,0.27,128,0.0,33.64795918367347,30.0,620.4332950571533,286,0,51.56122448979592,42.0,2044.1036588548463,63.0,0.0,4.470433673469388,3.98
260,1981,18,0,1.3636363636363635,0.0,7.6743845966366075,605,3,201.29679144385025,170.0,22930.021598256655,837.0,4.0,283.1336898395722,247.0,0.667,0.0,0.26225133689839575,0.258,78,0.0,23.711229946524064,21.0,294.5276483491276,180,0,35.393048128342244,28.0,911.3383965821279,40.5,0.0,4.079358288770053,3.635
261,1982,19,0,1.8258706467661692,0.0,11.964615823625017,887,2,282.6741293532338,236.0,51499.58681033734,1193.0,3.0,400.7562189054726,335.0,0.769,0.143,0.27150746268656717,0.2655,109,0.0,33.08955223880597,27.5,660.016898053374,286,0,52.788557213930346,43.0,2227.51378394809,54.0,0.0,4.629850746268657,4.035
262,1983,21,0,1.7951807228915662,0.0,10.646353530062278,881,0,272.83373493975904,230.0,49498.58340026774,1204.0,2.0,387.0240963855422,328.0,1.0,0.0,0.2763421686746988,0.266,113,0.0,32.57349397590362,29.0,674.1823875210989,275,0,52.327710843373495,44.0,2207.8875152785054,27.0,0.0,,4.59
263,1984,17,0,1.5228915662650602,0.0,9.240416739421454,801,1,272.56385542168675,224.0,50466.6957918631,1133.0,1.0,386.9060240963855,324.0,0.615,0.0,0.2692144578313253,0.263,118,0.0,32.096385542168676,27.0,660.0438274838484,276,0,54.21686746987952,44.0,2310.2378790524417,27.0,0.0,4.426506024096385,3.82
264,1985,16,0,1.4315068493150684,0.0,8.676075985078837,830,1,257.93607305936075,204.5,49376.64578957817,1132.0,3.0,366.027397260274,298.5,0.75,0.0,0.2711872146118722,0.261,120,0.0,31.59360730593607,25.5,680.3241695662623,268,0,51.257990867579906,39.5,2216.709032109756,27.0,0.0,4.846369863013699,4.04
265,1986,20,0,1.2781456953642385,0.0,8.117154076071031,826,0,249.49889624724062,190.0,46655.75055187638,1145.0,3.0,355.09492273730683,272.0,0.75,0.0,,0.232,143,0.0,31.40618101545254,24.0,698.232882064506,306,0,54.53863134657836,36.0,2775.3862255562717,31.5,0.0,,4.35
266,1987,18,0,1.1961620469083156,0.0,7.482805751462468,856,1,240.34968017057568,182.0,44764.595411222275,1231.0,2.0,345.2494669509595,262.0,0.75,0.0,0.27664818763326227,0.268,140,0.0,30.680170575692962,24.0,701.4316786033204,270,0,53.51599147121535,36.0,2654.801559965739,54.0,0.0,5.241044776119403,4.5
267,1988,15,0,1.349240780911063,0.0,7.823417900594172,827,2,245.12581344902387,184.0,49757.84935395643,1156.0,3.0,345.72668112798266,261.0,0.571,0.0,0.26740563991323213,0.263,126,0.0,28.164859002169198,22.0,587.7466754692068,291,0,50.66160520607375,36.0,2524.541761765538,27.0,0.0,4.451475054229935,3.94
268,1989,12,0,0.9877300613496932,0.0,4.46706225485266,787,0,231.38036809815952,177.0,43649.375515438,1081.0,1.0,327.26584867075667,254.0,1.0,0.0,0.2665685071574642,0.259,114,0.0,27.664621676891617,21.0,558.1495859733816,301,0,48.3640081799591,34.0,2270.3139478359985,27.0,0.0,,3.46
269,1990,12,0,0.825,0.0,3.3739402697495184,801,1,216.71346153846153,158.0,40927.19134059582,1088.0,2.0,308.3,231.0,0.857,0.0,0.27170384615384613,0.263,120,0.0,26.638461538461538,21.0,570.4355120794427,233,0,45.871153846153845,32.0,2214.536353194012,135.0,0.0,4.970980769230769,4.05
270,1991,15,0,0.7334669338677354,0.0,3.4529138598482105,814,1,227.07214428857716,181.0,42364.14337912773,1077.0,2.0,322.1362725450902,258.0,0.75,0.0,0.27115831663326656,0.261,152,0.0,28.024048096192384,21.0,593.5456052667585,241,0,48.877755511022045,37.0,2220.7902471609887,54.0,0.0,4.926072144288577,4.06
271,1992,13,0,0.8839662447257384,0.0,4.483336455517792,804,3,239.4282700421941,185.0,43410.101609263074,1108.0,4.0,338.7025316455696,262.5,0.583,0.0,0.2673565400843882,0.261,144,0.0,28.864978902953588,24.0,532.8527667014567,241,0,49.65822784810127,37.0,2185.794149918377,27.0,0.0,4.5,3.96
272,1993,13,0,0.6684684684684684,0.0,2.7960256285166034,801,1,218.95675675675676,152.0,40976.20751292809,1087.0,1.0,314.52972972972975,218.0,0.667,0.0,0.2740468468468468,0.271,122,0.0,27.225225225225227,20.0,560.514163983478,308,0,47.4054054054054,32.0,2207.0573714508732,45.0,0.0,5.00954954954955,4.36
273,1994,10,0,0.5182926829268293,0.0,1.7206422929809746,606,2,174.3069105691057,133.5,22732.828220985877,774.0,2.0,253.0142276422764,191.0,0.667,0.0,0.28326422764227643,0.273,89,0.0,22.6239837398374,17.0,340.74834417896113,204,0,40.17479674796748,29.0,1383.289139469806,54.0,0.0,5.666260162601626,4.73
274,1995,10,0,0.44426494345718903,0.0,1.3670342080085325,665,0,174.63004846526655,121.0,28024.521490450723,927.0,1.0,253.15508885298868,178.0,1.0,0.0,0.2820468497576737,0.273,108,0.0,23.004846526655896,18.0,415.5258664408091,294,0,41.07431340872375,28.0,1801.4928504582504,94.5,0.0,,3.88
275,1996,10,0,0.48986486486486486,0.0,1.6445671559884758,797,1,205.5439189189189,145.5,38305.99468377006,1100.0,1.0,299.42736486486484,221.5,0.8,0.0,0.28283783783783784,0.276,119,0.0,27.18412162162162,21.0,567.0371078565876,276,0,49.50675675675676,32.5,2478.720766451731,67.5,0.0,5.727736486486487,4.91
276,1997,13,0,0.4478114478114478,0.0,1.741791154944612,792,1,204.31313131313132,145.5,37033.3284276151,1085.0,3.0,295.523569023569,215.0,0.563,0.0,0.27904545454545454,0.273,100,0.0,26.373737373737374,20.0,477.45873575553173,319,0,50.398989898989896,35.5,2580.2031018447547,40.5,0.0,5.3938720538720535,4.705
277,1998,15,0,0.483974358974359,0.0,2.0093735852162817,806,0,208.82051282051282,153.0,39428.73177758571,1102.0,3.0,301.7307692307692,222.0,1.0,0.0,0.2804198717948718,0.2715,111,0.0,26.357371794871796,20.0,547.8833163559287,300,0,51.11057692307692,37.5,2625.4115091369304,162.0,0.0,,4.5600000000000005
278,1999,12,0,0.36973478939157567,0.0,1.2458950858034321,815,1,202.2371294851794,149.0,37212.65930674727,1079.0,3.0,295.93135725429016,220.0,1.0,0.0,0.28759282371294853,0.276,125,0.0,27.911076443057723,22.0,599.7248927457098,364,0,48.54758190327613,35.0,2358.160623049922,81.0,0.0,6.163853354134165,4.85
279,2000,9,0,0.345642540620384,0.0,1.0637864578325888,753,0,191.62924667651404,145.0,34680.9910368577,1047.0,1.0,281.0354505169867,211.0,0.833,0.0,,0.26,125,0.0,26.937961595273265,20.0,593.1973289748543,347,0,46.31610044313146,33.0,2329.2697551851625,67.5,0.0,,4.32
280,2001,8,0,0.3052147239263804,0.0,0.8237515667260373,770,1,199.17484662576686,144.5,34884.903329469525,1021.0,1.0,286.7730061349693,213.5,0.75,0.0,0.2733819018404908,0.269,112,0.0,24.242331288343557,18.0,464.33749870421155,372,0,49.69938650306749,36.0,2405.9525034632893,135.0,0.0,5.501411042944786,4.5
281,2002,8,0,0.32473444613050073,0.0,0.9126243594651563,780,0,196.97572078907436,140.0,34866.926461295785,1035.0,1.0,283.17905918057664,204.0,1.0,0.0,0.27338391502276177,0.267,106,0.0,24.652503793626707,19.0,455.7620415938306,334,0,47.63884673748103,33.0,2253.951436965837,81.0,0.0,,4.44
282,2003,9,0,0.3091715976331361,0.0,0.9694564979180363,798,0,192.31656804733728,128.5,35774.68185842648,1071.0,4.0,277.2914201183432,190.5,1.0,0.0,0.27672041420118343,0.268,106,0.0,23.504437869822485,17.0,452.8784987946526,266,0,45.56360946745562,29.0,2215.665577470962,108.0,0.0,,4.295
283,2004,9,0,0.22058823529411764,0.0,0.5609893441912848,765,0,191.44411764705882,129.5,34808.43575327038,1053.0,1.0,277.26323529411764,194.0,1.0,0.0,0.27939264705882355,0.271,119,0.0,23.855882352941176,18.0,464.8599064368015,290,0,46.805882352941175,32.0,2294.93428051633,54.0,0.0,,10.38
284,2005,7,0,0.2889908256880734,0.0,0.6835845849080462,739,0,198.31345565749234,135.0,38329.80511728976,1065.0,1.0,284.8501529051988,205.0,1.0,0.091,0.2815030581039755,0.27,100,0.0,23.25229357798165,17.0,426.5534020821333,238,0,46.85626911314985,32.0,2283.6791566564107,108.0,0.0,,6.105
285,2006,6,0,0.2057142857142857,0.0,0.4840874718986307,722,1,185.39142857142858,130.5,32438.68204373595,993.0,2.0,268.67285714285714,193.5,0.667,0.0,0.27868857142857145,0.273,115,0.0,22.638571428571428,17.0,401.3756202738606,245,0,45.22142857142857,31.0,2117.9780809319436,54.0,0.0,5.549628571428571,4.695
286,2007,7,0,0.15598885793871867,0.0,0.32151917421319876,723,0,181.4442896935933,123.0,32301.4327358267,975.0,1.0,262.70612813370474,183.0,1.0,0.0,0.2790905292479109,0.276,108,0.0,22.394150417827298,17.0,406.9783199885005,240,0,44.83147632311978,28.5,2193.2002909833996,189.0,0.0,,4.775
287,2008,9,0,0.19428571428571428,0.0,0.4829429797670141,738,2,185.81857142857143,132.0,32087.01281626814,987.0,3.0,268.0442857142857,193.0,0.688,0.0,0.27186571428571427,0.2675,105,0.0,23.338571428571427,18.0,422.8708992438177,265,0,46.97714285714286,32.0,2236.2398201512365,31.5,0.0,5.1612,4.5
288,2009,9,0,0.2085048010973937,0.0,0.516905590979665,720,1,178.07407407407408,129.0,30139.0,982.0,2.0,256.6241426611797,191.0,0.8,0.0,0.27451303155006856,0.267,103,0.0,22.79835390946502,17.0,397.28757970424635,269,0,46.07818930041152,33.0,2271.396350563017,135.0,0.0,5.695308641975308,4.46
289,2010,9,0,0.2412280701754386,0.0,0.6869654003236495,752,1,189.93567251461988,133.5,34917.5185499131,1001.0,3.0,271.2763157894737,189.5,0.818,0.0,0.268953216374269,0.262,96,0.0,23.067251461988302,17.5,435.14920414750884,233,0,50.154970760233915,33.0,2575.343445240725,67.5,0.0,5.30687134502924,4.275
290,2011,11,0,0.2446958981612447,0.0,0.7969796170228112,753,1,184.6987270155587,120.0,36185.84253378798,996.0,1.0,262.01555869872703,175.0,0.667,0.0,0.2605035360678925,0.258,91,0.0,21.241867043847243,15.0,393.7841936763486,250,0,48.78076379066478,31.0,2693.1685812854857,54.0,0.0,4.713847241867044,4.01
291,2012,6,0,0.1772853185595568,0.0,0.39293686438887204,715,0,180.14681440443212,126.0,31022.824462792138,956.0,2.0,255.095567867036,177.0,1.0,0.0,0.2670443213296399,0.256,105,0.0,20.372576177285318,15.0,350.2479570156869,239,0,50.45152354570637,36.0,2526.272958840638,135.0,0.0,,3.48
292,2013,5,0,0.17079889807162535,0.0,0.3404426712263703,725,0,180.38567493112947,121.5,31990.052428992116,956.0,1.0,254.64600550964187,178.5,0.7,0.0,,0.251,88,0.0,20.165289256198346,15.0,338.560227985181,277,0,50.56473829201102,34.0,2652.797872138311,108.0,0.0,,6.91
293,2014,6,0,0.1581769436997319,0.0,0.35346996059521024,731,0,175.39008042895443,114.5,31980.92548536265,961.0,1.0,246.55361930294907,165.0,1.0,0.0,,0.238,96,0.0,18.79356568364611,14.0,332.52377062453894,269,0,50.189008042895445,32.0,2726.6232884106735,81.0,0.0,,4.15
294,2015,4,0,0.12855377008652658,0.0,0.2582059503849025,698,0,160.96786155747836,102.0,27803.922233168927,911.0,1.0,226.9814585908529,149.0,1.0,0.0,0.2631038318912237,0.256,84,0.0,17.3955500618047,12.0,280.7220593814635,301,0,46.286773794808404,29.0,2532.4869659401047,90.0,0.0,,4.07
295,2016,6,0,0.10072815533980582,0.0,0.22920967570692116,690,1,157.66868932038835,103.5,26483.169565230215,951.0,1.0,224.00485436893203,151.0,0.667,0.0,0.26798300970873784,0.259,86,0.0,18.310679611650485,13.0,303.69922967122415,284,0,47.30825242718446,31.0,2545.8659828475033,54.0,0.0,5.245,4.37
296,2017,5,0,0.07032181168057211,0.0,0.12750717554993585,643,0,154.67342073897498,108.0,23596.63546215093,885.0,1.0,220.85220500595946,153.0,1.0,0.0,,0.241,93,0.0,18.866507747318234,13.0,317.8556669065628,308,0,47.79976162097736,31.0,2475.2915989884536,135.0,0.0,,5.34
297,2018,2,0,0.04703247480403135,0.0,0.06280788795765771,662,0,146.0996640537514,95.0,23541.86113217401,874.0,1.0,207.32250839865623,135.0,1.0,0.0,,0.245,95,0.0,17.565509518477043,12.0,300.56661176364247,300,0,46.1444568868981,30.0,2611.632696257388,81.0,0.0,,4.35
298,2019,3,0,0.04838709677419355,0.0,0.07408243341782701,669,0,140.0752688172043,87.5,22242.336632058985,875.0,1.0,200.55591397849463,131.0,1.0,0.0,,0.25,86,0.0,17.091397849462364,12.0,258.0207009502645,326,0,46.046236559139786,29.0,2660.089356111902,162.0,0.0,,6.085
299,2020,2,0,0.03766233766233766,0.0,0.04669413811156334,252,1,60.26753246753247,48.0,3000.9764477395165,344.0,1.0,86.37142857142857,70.0,0.857,0.0,0.2618025974025974,0.25,34,0.0,7.911688311688311,7.0,41.13653420701535,122,0,20.241558441558443,15.0,384.56316011686624,81.0,0.0,6.497467532467533,4.49
300,1871,31,0,12.157894736842104,2.0,,849,3,355.2631578947368,88.0,,1349.0,3.0,590.2631578947369,160.0,,,,,75,,20.68421052631579,11.0,,34,0,9.210526315789474,1.0,,,,5.991578947368421,4.5
301,1872,53,0,13.625,8.0,,1491,24,410.75,231.5,,2251.0,50.0,663.6666666666666,421.0,,,,,52,,10.958333333333334,6.5,,57,0,11.041666666666666,3.5,,,,4.810416666666667,4.4
302,1873,51,0,14.48,2.0,,1490,15,430.16,102.0,,2353.0,24.0,691.76,183.0,,,,,62,,13.4,6.0,,79,0,11.12,2.0,,,,4.304,3.6
303,1874,65,0,25.823529411764707,17.0,,1852,10,735.8235294117648,530.0,,2784.0,23.0,1137.764705882353,846.0,,,,,43,,14.0,12.0,,101,0,21.0,12.0,,,,4.089411764705882,2.25
304,1875,69,0,13.212765957446809,5.0,,1877,3,395.1276595744681,186.0,,2759.0,9.0,576.2127659574468,266.0,,,,,24,,5.297872340425532,3.0,,82,0,14.361702127659575,3.0,,,,4.318510638297872,2.71
305,1876,66,0,13.882352941176471,1.5,,1866,0,418.1764705882353,41.5,,2568.0,2.0,604.0,67.5,,,,,51,,9.882352941176471,1.0,,122,0,17.323529411764707,1.5,,,,,2.795
306,1877,61,0,17.157894736842106,6.0,,1677,3,511.7368421052632,276.0,,2328.0,7.0,737.3157894736842,439.0,,,,,53,,18.210526315789473,11.0,,170,0,38.21052631578947,11.0,,,,4.26,3.51
307,1878,57,0,16.0,7.5,,1598,3,453.27272727272725,213.0,,2159.0,8.0,637.1363636363636,304.0,,,,,56,,16.545454545454547,10.5,,182,0,49.13636363636363,19.5,,,,3.9936363636363637,2.46
308,1879,75,0,23.423076923076923,14.0,,2040,3,668.8846153846154,422.5,,2906.0,13.0,948.6923076923077,602.5,,,,,74,,19.53846153846154,15.5,,239,0,70.88461538461539,44.0,,,,6.16423076923077,2.57
309,1880,72,0,18.424242424242426,9.0,,1973,4,548.3030303030303,231.0,,2669.0,10.0,758.8181818181819,335.0,,,,,99,,22.393939393939394,9.0,,268,0,60.27272727272727,17.0,,,,3.522727272727273,2.57
310,1881,57,0,20.35483870967742,12.0,,1657,9,579.516129032258,345.0,,2301.0,10.0,819.7096774193549,473.0,,,,,90,,33.41935483870968,21.0,,212,0,57.54838709677419,28.0,,,,3.3725806451612903,3.17
311,1882,65,0,14.594594594594595,4.0,,1787,3,411.4594594594595,114.0,,2412.0,6.0,585.5135135135135,174.5,,,,,103,,21.472972972972972,8.0,,201,0,45.148648648648646,10.5,,,,3.968918918918919,3.0999999999999996
312,1883,72,0,15.75,6.5,,1969,3,452.4673913043478,184.0,,2741.0,3.0,652.6413043478261,266.5,,,,,123,,25.315217391304348,14.5,,359,0,57.54347826086956,16.5,,,,4.923804347826087,3.6550000000000002
313,1884,73,0,12.224576271186441,3.0,,2036,0,342.521186440678,98.5,,2672.0,4.0,489.0169491525424,141.0,,,,,146,,20.96186440677966,8.0,,469,0,62.86864406779661,13.0,,,,,3.0
314,1885,68,0,14.491525423728813,6.5,,1869,3,399.6694915254237,189.5,,2487.0,3.0,564.4661016949152,272.0,,,,,131,,29.906779661016948,18.5,,308,0,56.813559322033896,20.5,,,,4.467966101694915,3.605
315,1886,66,0,14.212765957446809,4.0,,1766,1,388.97872340425533,94.0,,2477.0,3.0,560.049645390071,153.0,,,,,207,,39.52482269503546,16.0,,513,0,64.19148936170212,15.0,,,,5.597943262411348,4.22
316,1887,66,0,14.722627737226277,5.0,,1768,0,402.26277372262774,150.0,,2492.0,1.0,594.3576642335767,221.0,,,,,205,,44.175182481751825,24.0,,355,0,43.175182481751825,12.0,,,,,3.86
317,1888,64,0,17.371900826446282,10.0,,1754,1,477.56198347107437,278.0,,2286.0,4.0,669.8925619834711,427.0,,,,,157,,39.05785123966942,27.0,,335,0,68.0495867768595,35.0,,,,4.166776859504132,3.15
318,1889,68,0,14.96124031007752,6.0,,1860,1,442.3333333333333,180.0,,2641.0,1.0,655.1162790697674,281.0,,,,,274,,56.72093023255814,32.0,,368,0,59.57364341085271,24.0,,,,5.319922480620155,4.31
319,1890,65,0,13.649289099526067,8.0,,1809,0,400.49289099526067,238.0,,2506.0,2.0,599.4881516587677,386.0,,,,,289,,55.54976303317535,33.0,,341,0,51.87677725118483,22.0,,,,,4.42
320,1891,56,0,13.180555555555555,6.0,,1683,1,405.28472222222223,206.0,,2371.0,3.0,602.5,307.5,,,,,262,,55.798611111111114,31.0,,337,0,53.166666666666664,23.5,,,,5.236319444444445,3.9000000000000004
321,1892,67,0,14.754545454545454,6.5,,1866,3,439.27272727272725,239.5,,2639.0,9.0,642.5727272727273,373.5,,,,,270,,56.163636363636364,32.0,,314,0,54.345454545454544,26.0,,,,4.703636363636363,3.415
322,1893,50,0,11.763636363636364,5.5,,1446,2,378.1181818181818,203.5,,2111.0,7.0,579.3090909090909,325.5,,,,,218,,55.845454545454544,33.0,,208,0,30.381818181818183,13.0,,,,7.549909090909091,5.140000000000001
323,1894,46,0,9.992307692307692,4.0,,1342,0,319.18461538461537,137.5,,1987.0,1.0,493.2,229.5,,,,,200,,45.15384615384615,23.0,,195,0,25.638461538461538,9.5,,,,,5.74
324,1895,47,0,11.191304347826087,5.0,,1333,0,360.18260869565216,188.0,,1936.0,4.0,544.6434782608695,314.0,,,,,182,,44.52173913043478,31.0,,201,0,31.504347826086956,18.0,,,,,
325,1896,44,0,11.456140350877194,5.0,,1297,0,362.1578947368421,190.5,,1850.0,1.0,536.2982456140351,308.5,,,,,166,,42.578947368421055,29.0,,140,0,30.903508771929825,14.5,,,,,4.875
326,1897,38,0,13.223300970873787,9.0,,1104,2,407.88349514563106,285.0,,1612.0,2.0,603.9902912621359,433.0,,,,,168,,45.9126213592233,33.0,,156,0,36.25242718446602,20.0,,,,5.571359223300971,4.63
327,1898,42,0,13.870689655172415,7.0,,1192,3,412.62068965517244,265.5,,1713.0,8.0,592.2931034482758,412.0,,,,,213,,43.89655172413793,29.0,,239,0,36.61206896551724,19.0,,,,4.689310344827586,3.715
328,1899,40,0,12.253846153846155,6.5,,1137,0,366.65384615384613,211.0,,1654.0,2.0,529.3538461538461,315.0,,,,,170,,38.3,24.5,,145,0,29.746153846153845,12.5,,,,,4.55
329,1900,34,0,12.972222222222221,10.0,,1029,8,413.0833333333333,340.0,,1493.0,12.0,593.375,516.0,,,,,113,,42.138888888888886,36.5,,132,0,37.458333333333336,26.5,,,,4.575972222222222,3.885
330,1901,41,0,12.50326797385621,6.0,,1146,0,383.19607843137254,230.0,,1631.0,3.0,545.7908496732026,341.0,,,,,152,,35.71895424836601,30.0,,239,0,45.60130718954248,23.0,,,,,4.63
331,1902,45,0,10.449197860962567,4.0,,1230,3,316.4652406417112,130.0,,1652.0,3.0,441.49732620320856,188.0,,,,,128,,29.101604278074866,16.0,,225,0,35.593582887700535,13.0,,,,4.034652406417112,3.46
332,1903,44,0,12.316129032258065,8.0,,1302,6,380.18709677419355,258.0,,1786.0,10.0,526.6709677419354,375.0,,,,,143,,35.12903225806452,26.0,,302,0,51.39354838709677,29.0,,,,3.8563225806451613,3.36
333,1904,48,0,15.726618705035971,13.0,,1364,2,474.7913669064748,413.0,,1720.0,6.0,644.0287769784172,566.0,,,,,144,,41.30935251798561,37.0,,349,0,66.92805755395683,54.0,,,,3.7014388489208634,2.85
334,1905,41,0,13.534246575342467,12.5,,1134,1,451.6575342465753,433.5,,1475.0,5.0,609.2876712328767,598.0,,,,,149,,42.95890410958904,37.0,,287,0,65.54109589041096,53.0,,,,4.078972602739726,2.9800000000000004
335,1906,37,0,11.575757575757576,7.0,,1075,3,394.6545454545454,357.0,,1416.0,3.0,530.5515151515151,474.0,,,,,127,,37.92727272727273,32.0,,196,0,55.13939393939394,38.0,,,,3.4690909090909092,2.91
336,1907,37,0,10.566473988439306,6.0,,1267,1,378.4393063583815,272.0,,1622.0,1.0,505.7456647398844,364.0,,,,,112,,36.48554913294798,29.0,,232,0,50.26589595375722,34.0,,,,3.3779190751445087,2.67
337,1908,42,0,9.163934426229508,6.0,,1392,1,365.73770491803276,265.0,,1755.0,1.0,483.90710382513663,350.0,,,,,125,,33.43715846994535,22.0,,269,0,49.78142076502732,31.0,,,,4.193333333333333,2.57
338,1909,37,0,7.49537037037037,4.0,,1095,3,308.5138888888889,198.0,,1376.0,3.0,410.1388888888889,271.5,,,,,108,,30.84722222222222,20.0,,205,0,43.31018518518518,23.5,,,,3.4700462962962964,2.705
339,1910,38,0,7.350710900473934,4.0,,1110,1,318.1090047393365,205.0,,1367.0,2.0,425.7867298578199,299.0,,,,,133,,35.48341232227488,27.0,,313,0,45.96208530805687,27.0,,,,3.916208530805687,3.07
340,1911,36,0,6.3392070484581495,3.0,,1106,2,291.3303964757709,155.0,,1480.0,6.0,404.58590308370043,222.0,,,0.28259911894273126,0.26,181,,34.87665198237885,21.0,,255,0,43.54625550660793,23.0,,,,4.856651982378855,3.74
341,1912,35,0,5.678571428571429,1.0,,1179,0,260.4761904761905,108.5,,1564.0,1.0,364.50396825396825,155.0,,,0.30607142857142855,0.28,159,,30.404761904761905,15.0,,303,0,38.82936507936508,13.0,,,,,3.775
342,1913,29,0,5.518828451882845,2.0,,1038,0,276.9916317991632,153.0,,1324.0,1.0,384.07112970711296,208.0,,,0.2757740585774059,0.26,136,,30.635983263598327,18.0,,243,0,39.57740585774059,17.0,,,,,3.38
343,1914,34,0,7.303886925795053,4.0,,1132,1,355.2190812720848,276.0,,1502.0,0.0,474.51943462897526,384.0,,,3.2536395759717314,0.27,140,,39.381625441696116,33.0,,236,0,52.83745583038869,35.0,,,,3.7098939929328623,3.1
344,1915,36,0,6.656957928802589,3.0,,1178,0,323.5275080906149,200.0,,1527.0,0.0,418.24271844660194,243.0,,,2.968381877022654,0.27,165,,35.993527508090615,23.0,,241,0,45.679611650485434,26.0,,,,,4.5
345,1916,38,0,6.636363636363637,4.0,,1167,1,341.0808080808081,277.5,,1500.0,4.0,460.07575757575756,374.5,,,0.25722222222222224,0.25,168,,35.7979797979798,32.0,,228,0,48.10606060606061,30.0,,,,3.840050505050505,2.92
346,1917,35,0,7.720670391061453,5.0,,1164,3,377.1564245810056,340.0,,1529.0,3.0,512.072625698324,490.0,,,0.25731843575418994,0.25,123,,38.4804469273743,35.0,,200,0,48.273743016759774,37.0,,,,3.5070391061452515,2.82
347,1918,30,0,6.037735849056604,3.0,,997,0,260.2830188679245,150.0,,1342.0,2.0,356.77358490566036,212.0,,,0.2661792452830189,0.26,117,,27.0188679245283,16.0,,162,0,27.712264150943398,16.0,,,,,2.84
348,1919,30,0,5.786666666666667,2.0,,920,0,268.1644444444444,154.0,,1229.0,1.0,368.29777777777775,215.0,,,0.29164444444444443,0.27,107,,26.58222222222222,19.0,,147,0,30.537777777777777,14.0,,,,,18.0
349,1920,33,0,6.518691588785047,1.0,,1090,2,312.0981308411215,143.0,,1447.0,4.0,438.77570093457945,207.5,,,,,149,,31.88785046728972,20.0,,173,0,33.967289719626166,14.0,,,,4.902523364485981,3.84
350,1921,32,0,6.033175355450237,2.0,,1010,2,312.8341232227488,210.0,,1401.0,3.0,453.13744075829385,308.0,,,0.2995260663507109,0.29,123,,32.345971563981045,25.0,,143,0,32.99526066350711,19.0,,,,5.173601895734597,4.29
351,1922,31,0,5.849056603773585,2.0,,1056,0,312.6981132075472,233.0,,1464.0,1.0,,,,,0.3032547169811321,0.29,103,,34.04716981132076,29.5,,149,0,32.7122641509434,21.0,,,,,4.43
352,1923,33,0,5.719626168224299,1.0,,1073,0,309.64953271028037,214.5,,1548.0,2.0,449.803738317757,332.5,,,0.31098130841121496,0.28,120,,35.49065420560748,26.5,,197,0,32.742990654205606,18.0,,,,,0.0
353,1924,30,0,5.254385964912281,2.0,,945,0,288.6842105263158,224.5,,1377.0,2.0,,,,,0.303640350877193,0.29,109,,32.24561403508772,25.0,,262,0,29.05263157894737,18.0,,,,,4.445
354,1925,27,0,5.571428571428571,2.0,,903,0,301.84331797235023,216.0,,1239.0,3.0,443.55299539170505,327.0,,,0.3127188940092166,0.29,131,,35.79723502304147,25.0,,221,0,30.81566820276498,19.0,,,,,3.31
355,1926,32,0,5.552884615384615,3.0,,955,1,316.0576923076923,290.0,,1367.0,1.0,457.1105769230769,433.0,,,0.28927884615384614,0.28,118,,36.90384615384615,35.0,,194,0,32.76442307692308,26.5,,,,4.914182692307692,4.075
356,1927,30,0,5.3244444444444445,2.0,,927,0,293.48,221.0,,1316.0,3.0,425.2266666666667,318.0,,,0.3016,0.29,117,,33.07111111111111,26.0,,184,0,30.644444444444446,17.0,,,,,3.8
357,1928,28,0,5.351598173515982,2.0,,992,0,301.48858447488584,226.0,,1377.0,1.0,440.9634703196347,344.0,,,0.29484018264840184,0.28,114,,34.986301369863014,31.0,,200,0,32.39269406392694,19.0,,,,,4.41
358,1929,28,0,5.462616822429907,2.0,,915,1,306.3551401869159,254.0,,1310.0,1.0,450.3644859813084,386.0,,,0.3088785046728972,0.29,125,,37.429906542056074,31.0,,170,0,32.88785046728972,22.5,,,,5.942102803738318,4.795
359,1930,29,0,5.11214953271028,2.0,,893,0,306.4766355140187,253.5,,1299.0,2.0,454.3130841121495,380.0,,,0.3147196261682243,0.3,139,,35.72429906542056,30.0,,209,0,37.05607476635514,26.5,,,,,4.625
360,1931,27,0,6.123711340206185,3.0,,873,3,340.0618556701031,289.5,,1248.0,5.0,495.8556701030928,431.5,,,0.290979381443299,0.28,130,,39.53092783505155,35.0,,175,0,40.76288659793814,30.5,,,,5.150051546391753,4.395
361,1932,28,0,5.331753554502369,2.0,,981,2,314.5924170616114,238.0,,1356.0,3.0,457.82464454976304,356.0,,,0.2865876777251185,0.28,163,,35.7345971563981,29.0,,191,0,37.241706161137444,27.0,,,,5.169526066350711,4.43
362,1933,26,0,5.649746192893401,3.0,,950,1,333.507614213198,271.0,,1365.0,4.0,480.65989847715736,416.0,,,0.2830964467005076,0.27,141,,37.30456852791878,31.0,,199,0,37.78172588832487,26.0,,,,5.536903553299492,4.02
